iteration,mean_dist_to_conventional,mean_dist_to_unconventional,mean_delta,median_delta,centroid_unconventional_count,centroid_conventional_count,nn_unconventional_count,nn_conventional_count,prop_centroid_unconventional,prop_nn_unconventional
856,26.282701,26.792707,-0.51000595,-0.2122364,2,5,2,5,0.2857142857142857,0.2857142857142857
857,25.323465,25.604279,-0.28081322,-0.55511856,2,5,5,2,0.2857142857142857,0.7142857142857143
858,26.600351,26.985285,-0.38493347,-0.049072266,2,5,3,4,0.2857142857142857,0.42857142857142855
859,24.102365,24.689419,-0.5870533,-0.7389145,1,6,6,1,0.14285714285714285,0.8571428571428571
860,25.947117,26.432964,-0.48584667,-0.24920464,0,7,7,0,0.0,1.0
861,24.783281,25.851488,-1.0682051,-1.1126652,0,7,5,2,0.0,0.7142857142857143
862,23.825027,23.879482,-0.05445426,0.09359741,4,3,0,7,0.5714285714285714,0.0
863,24.748682,26.190434,-1.4417528,-1.276186,0,7,0,7,0.0,0.0
864,24.343998,25.835634,-1.4916352,-2.0594063,1,6,1,6,0.14285714285714285,0.14285714285714285
865,23.918621,25.064846,-1.1462258,-1.2738628,0,7,3,4,0.0,0.42857142857142855
866,23.575453,24.72757,-1.1521184,-1.4674339,0,7,0,7,0.0,0.0
867,25.311842,26.567444,-1.2556008,-1.3585148,1,6,2,5,0.14285714285714285,0.2857142857142857
868,26.088858,26.23389,-0.14503098,-0.093486786,3,4,6,1,0.42857142857142855,0.8571428571428571
869,23.954208,24.405989,-0.45177895,-0.48615074,2,5,1,6,0.2857142857142857,0.14285714285714285
870,24.607447,24.32753,0.27991405,0.15110207,5,2,0,7,0.7142857142857143,0.0
871,25.393513,26.008924,-0.61541015,-0.98789024,3,4,2,5,0.42857142857142855,0.2857142857142857
872,23.436102,24.643917,-1.2078122,-1.2462292,0,7,4,3,0.0,0.5714285714285714
873,25.855883,26.172611,-0.31672886,-0.2786827,0,7,4,3,0.0,0.5714285714285714
874,23.437517,25.234526,-1.7970096,-2.099409,0,7,2,5,0.0,0.2857142857142857
875,25.452291,27.143833,-1.6915392,-1.7242641,1,6,3,4,0.14285714285714285,0.42857142857142855
876,25.621143,25.546448,0.074697495,-0.35984612,3,4,3,4,0.42857142857142855,0.42857142857142855
877,26.380556,26.955914,-0.5753555,-0.50343513,0,7,4,3,0.0,0.5714285714285714
878,26.00787,26.415356,-0.40748677,-0.62805176,1,6,4,3,0.14285714285714285,0.5714285714285714
879,23.693758,24.57934,-0.8855771,-1.3363247,1,6,0,7,0.14285714285714285,0.0
880,24.92159,25.778896,-0.85730255,-0.8487015,0,7,1,6,0.0,0.14285714285714285
881,24.767889,25.802763,-1.0348727,-0.77070236,0,7,3,4,0.0,0.42857142857142855
882,23.641603,24.27601,-0.6344076,-0.3920288,2,5,1,6,0.2857142857142857,0.14285714285714285
883,23.811651,25.863598,-2.0519469,-2.324566,0,7,0,7,0.0,0.0
884,27.404383,28.314178,-0.9097952,-0.7779732,0,7,6,1,0.0,0.8571428571428571
885,26.761213,26.98932,-0.22810772,-0.31976318,2,5,5,2,0.2857142857142857,0.7142857142857143
886,25.747091,26.067533,-0.32044274,-0.13297081,2,5,0,7,0.2857142857142857,0.0
887,25.686329,24.912502,0.7738263,0.68733215,7,0,6,1,1.0,0.8571428571428571
888,23.9252,25.43918,-1.51398,-1.6663532,0,7,0,7,0.0,0.0
889,26.06432,25.837973,0.22634561,0.1991806,4,3,6,1,0.5714285714285714,0.8571428571428571
890,24.673723,25.571915,-0.8981909,-1.0690918,0,7,6,1,0.0,0.8571428571428571
891,26.717623,27.224958,-0.5073362,-0.42098618,0,7,7,0,0.0,1.0
892,23.532436,23.590527,-0.058091845,0.21641159,4,3,4,3,0.5714285714285714,0.5714285714285714
893,25.322048,26.23167,-0.9096222,-0.59394455,1,6,1,6,0.14285714285714285,0.14285714285714285
894,24.696604,26.179773,-1.483167,-1.4228249,0,7,2,5,0.0,0.2857142857142857
895,26.772274,27.581484,-0.80921173,-0.7154732,1,6,4,3,0.14285714285714285,0.5714285714285714
896,23.134998,26.019972,-2.88497,-3.2372417,0,7,2,5,0.0,0.2857142857142857
897,24.885334,25.977396,-1.0920601,-1.3995609,1,6,0,7,0.14285714285714285,0.0
898,23.576992,24.644709,-1.0677155,-1.0405445,1,6,7,0,0.14285714285714285,1.0
899,24.055012,25.118567,-1.0635556,-1.626791,1,6,0,7,0.14285714285714285,0.0
900,23.282627,24.750597,-1.4679712,-1.6358318,0,7,4,3,0.0,0.5714285714285714
901,25.577744,25.018017,0.55972564,0.26059723,5,2,0,7,0.7142857142857143,0.0
902,24.02422,24.628096,-0.60387474,-0.6238251,1,6,0,7,0.14285714285714285,0.0
903,24.756205,24.989763,-0.23356111,-0.18086815,0,7,6,1,0.0,0.8571428571428571
904,24.958647,24.743265,0.2153789,0.42266273,6,1,3,4,0.8571428571428571,0.42857142857142855
905,24.766148,26.045935,-1.2797887,-0.8726959,0,7,2,5,0.0,0.2857142857142857
906,24.786661,25.03612,-0.24946022,0.012004852,4,3,0,7,0.5714285714285714,0.0
907,26.448566,27.841246,-1.39268,-1.5852051,0,7,2,5,0.0,0.2857142857142857
908,26.213802,26.736328,-0.5225263,-0.46488762,1,6,7,0,0.14285714285714285,1.0
909,23.609865,24.5688,-0.95893425,-0.8886261,0,7,0,7,0.0,0.0
910,25.247355,26.936838,-1.6894847,-1.6710987,0,7,0,7,0.0,0.0
911,23.98209,24.831789,-0.8496968,-0.7751026,0,7,6,1,0.0,0.8571428571428571
912,26.73406,27.100368,-0.36630931,-1.1379204,2,5,4,3,0.2857142857142857,0.5714285714285714
913,30.118418,29.919743,0.19867761,0.42518616,6,1,6,1,0.8571428571428571,0.8571428571428571
914,25.443115,25.566877,-0.123758316,0.00022315979,4,3,6,1,0.5714285714285714,0.8571428571428571
915,25.792513,26.700705,-0.9081936,-1.0201187,1,6,1,6,0.14285714285714285,0.14285714285714285
916,24.8163,25.677977,-0.8616799,-1.0114975,1,6,0,7,0.14285714285714285,0.0
917,26.511536,26.949127,-0.4375921,-0.72159004,1,6,4,3,0.14285714285714285,0.5714285714285714
918,23.74957,24.775583,-1.026016,-0.765398,0,7,3,4,0.0,0.42857142857142855
919,23.467638,25.110332,-1.6426951,-1.5024223,0,7,1,6,0.0,0.14285714285714285
920,23.762033,25.044378,-1.2823486,-1.2913933,0,7,0,7,0.0,0.0
921,25.3661,26.891504,-1.525405,-1.4165573,0,7,0,7,0.0,0.0
922,26.292934,26.172056,0.12087822,0.56181526,4,3,5,2,0.5714285714285714,0.7142857142857143
923,24.809706,25.241161,-0.43145508,-0.28143692,1,6,3,4,0.14285714285714285,0.42857142857142855
924,23.710245,24.823963,-1.1137199,-1.0869045,0,7,0,7,0.0,0.0
925,25.12911,25.5758,-0.44668743,-0.24989319,2,5,3,4,0.2857142857142857,0.42857142857142855
926,25.050932,25.316961,-0.26602936,-0.21413422,3,4,5,2,0.42857142857142855,0.7142857142857143
927,26.322416,26.912725,-0.59030885,-0.24834442,1,6,0,7,0.14285714285714285,0.0
928,24.730984,24.608519,0.12246513,0.40101433,4,3,4,3,0.5714285714285714,0.5714285714285714
929,24.52628,25.468197,-0.9419177,-1.0150242,1,6,3,4,0.14285714285714285,0.42857142857142855
930,25.637442,26.623749,-0.98630685,-1.0751228,0,7,2,5,0.0,0.2857142857142857
931,24.672043,24.311886,0.36015946,0.8092804,5,2,7,0,0.7142857142857143,1.0
932,24.189571,24.671757,-0.48218998,-0.35822487,3,4,5,2,0.42857142857142855,0.7142857142857143
933,25.831003,26.743193,-0.9121898,-0.90205574,0,7,4,3,0.0,0.5714285714285714
934,22.837973,23.335331,-0.49735752,-0.23462486,0,7,0,7,0.0,0.0
935,24.627945,25.86266,-1.2347145,-1.1366158,0,7,0,7,0.0,0.0
936,25.236712,25.042032,0.19468062,0.44413757,5,2,5,2,0.7142857142857143,0.7142857142857143
937,25.53839,25.452864,0.085522786,0.19101715,5,2,4,3,0.7142857142857143,0.5714285714285714
938,26.191196,27.197588,-1.0063907,-1.0919666,0,7,2,5,0.0,0.2857142857142857
939,24.485355,26.158142,-1.6727861,-1.7391605,1,6,2,5,0.14285714285714285,0.2857142857142857
940,24.677282,25.484303,-0.80701935,-0.73794556,1,6,6,1,0.14285714285714285,0.8571428571428571
941,26.615377,26.950422,-0.33504596,-0.53150177,2,5,7,0,0.2857142857142857,1.0
942,23.3047,24.435408,-1.1307076,-0.89553833,0,7,4,3,0.0,0.5714285714285714
943,25.707094,28.369583,-2.6624875,-3.115879,0,7,3,4,0.0,0.42857142857142855
944,25.553175,25.807505,-0.25433022,-0.67359924,2,5,4,3,0.2857142857142857,0.5714285714285714
945,25.540499,26.121181,-0.58068,-0.7436981,1,6,4,3,0.14285714285714285,0.5714285714285714
946,23.762634,25.413565,-1.6509291,-1.4932728,0,7,4,3,0.0,0.5714285714285714
947,25.312067,24.85963,0.45243698,0.44355392,7,0,7,0,1.0,1.0
948,24.548218,24.97196,-0.42374092,-0.22970581,3,4,5,2,0.42857142857142855,0.7142857142857143
949,24.565502,25.036594,-0.47109494,-0.7467842,2,5,2,5,0.2857142857142857,0.2857142857142857
950,24.2674,24.828846,-0.5614477,-1.0645924,3,4,7,0,0.42857142857142855,1.0
951,23.846704,23.784967,0.06173706,0.115018845,4,3,0,7,0.5714285714285714,0.0
952,25.169256,25.61697,-0.44771084,-0.4245758,1,6,7,0,0.14285714285714285,1.0
953,24.777967,25.513704,-0.73574036,-0.6604328,2,5,3,4,0.2857142857142857,0.42857142857142855
954,23.248697,23.988096,-0.7394014,-0.7130394,2,5,2,5,0.2857142857142857,0.2857142857142857
955,25.958286,26.31626,-0.35797065,0.112586975,4,3,2,5,0.5714285714285714,0.2857142857142857
956,23.642483,24.518345,-0.87586457,-1.0351601,0,7,0,7,0.0,0.0
957,23.582394,24.966452,-1.3840612,-1.209446,0,7,2,5,0.0,0.2857142857142857
958,24.01387,25.13685,-1.122978,-1.5434704,1,6,4,3,0.14285714285714285,0.5714285714285714
959,23.724014,26.819248,-3.0952344,-2.8132248,0,7,0,7,0.0,0.0
960,24.7665,24.68559,0.08090973,0.09884453,4,3,1,6,0.5714285714285714,0.14285714285714285
961,25.541235,26.704535,-1.163299,-0.96844673,0,7,5,2,0.0,0.7142857142857143
962,25.31932,27.424692,-2.1053717,-1.9651718,0,7,0,7,0.0,0.0
963,24.073446,25.159992,-1.0865465,-1.1196613,0,7,0,7,0.0,0.0
964,24.682224,26.602661,-1.920435,-2.1260052,0,7,0,7,0.0,0.0
965,23.999538,24.45506,-0.4555201,-0.93553734,2,5,7,0,0.2857142857142857,1.0
966,25.337818,25.193964,0.14385687,0.06429291,4,3,3,4,0.5714285714285714,0.42857142857142855
967,24.275646,25.670391,-1.3947449,-1.5513935,0,7,0,7,0.0,0.0
968,23.93836,23.892101,0.046261378,0.04648018,4,3,4,3,0.5714285714285714,0.5714285714285714
969,24.376741,24.610998,-0.23425838,-0.39243698,3,4,1,6,0.42857142857142855,0.14285714285714285
970,24.118402,24.491209,-0.3728049,-0.30562973,3,4,0,7,0.42857142857142855,0.0
971,24.695772,24.832714,-0.13694246,-0.11427498,2,5,6,1,0.2857142857142857,0.8571428571428571
972,23.07352,23.324263,-0.25074413,-0.45653534,3,4,5,2,0.42857142857142855,0.7142857142857143
973,23.165508,23.843794,-0.6782872,-0.72229767,1,6,3,4,0.14285714285714285,0.42857142857142855
974,26.021908,25.616802,0.40510505,0.3896389,6,1,5,2,0.8571428571428571,0.7142857142857143
975,25.067444,25.31394,-0.24649811,-0.3789215,3,4,0,7,0.42857142857142855,0.0
976,27.682022,26.565119,1.1169065,0.7960396,6,1,5,2,0.8571428571428571,0.7142857142857143
977,26.443228,26.054178,0.3890509,0.74516296,5,2,7,0,0.7142857142857143,1.0
978,26.376474,25.865147,0.51132554,0.11479759,7,0,3,4,1.0,0.42857142857142855
979,25.923494,26.408962,-0.4854649,-0.6364136,0,7,5,2,0.0,0.7142857142857143
980,25.643393,28.682316,-3.0389197,-3.9265518,1,6,0,7,0.14285714285714285,0.0
981,25.547985,26.325193,-0.77720994,-0.5083313,0,7,2,5,0.0,0.2857142857142857
982,27.080519,27.940838,-0.8603219,-0.8141289,1,6,0,7,0.14285714285714285,0.0
983,23.92861,24.712543,-0.78393257,-0.9089451,0,7,5,2,0.0,0.7142857142857143
984,24.941483,25.966219,-1.0247364,-1.1089325,0,7,5,2,0.0,0.7142857142857143
985,23.91467,24.298693,-0.38402286,-0.38822937,2,5,5,2,0.2857142857142857,0.7142857142857143
986,25.468939,25.573544,-0.10460036,-0.0096588135,3,4,6,1,0.42857142857142855,0.8571428571428571
987,23.83554,24.051126,-0.21558216,-0.23582458,2,5,6,1,0.2857142857142857,0.8571428571428571
988,23.823153,24.099033,-0.27588135,-0.27616882,1,6,7,0,0.14285714285714285,1.0
989,23.584202,24.438747,-0.85454506,-0.74438477,0,7,5,2,0.0,0.7142857142857143
990,24.275572,25.950575,-1.675005,-2.1326752,0,7,0,7,0.0,0.0
991,26.539633,27.303284,-0.7636539,-0.53837013,2,5,0,7,0.2857142857142857,0.0
992,26.070513,26.238997,-0.168484,-0.16549683,2,5,6,1,0.2857142857142857,0.8571428571428571
993,28.177675,26.902906,1.2747705,1.5925655,5,2,7,0,0.7142857142857143,1.0
994,26.45469,27.244505,-0.78981483,-0.283226,2,5,0,7,0.2857142857142857,0.0
995,27.810343,27.66453,0.14581108,0.20726013,5,2,0,7,0.7142857142857143,0.0
996,24.658855,24.356592,0.30226707,-0.14100075,2,5,6,1,0.2857142857142857,0.8571428571428571
997,24.646002,26.529211,-1.8832065,-1.5597267,0,7,0,7,0.0,0.0
998,23.927267,24.240292,-0.31302452,-0.6502285,2,5,2,5,0.2857142857142857,0.2857142857142857
999,24.562078,25.069437,-0.50735855,-0.29063225,1,6,0,7,0.14285714285714285,0.0
