iteration,k,pred_unconventional_count,pred_conventional_count,prop_pred_unconventional
895,3,5,2,0.7142857142857143
896,3,1,6,0.14285714285714285
897,3,2,5,0.2857142857142857
898,3,5,2,0.7142857142857143
899,3,7,0,1.0
900,3,0,7,0.0
901,3,0,7,0.0
902,3,5,2,0.7142857142857143
903,3,6,1,0.8571428571428571
904,3,3,4,0.42857142857142855
905,3,4,3,0.5714285714285714
906,3,0,7,0.0
907,3,2,5,0.2857142857142857
908,3,7,0,1.0
909,3,0,7,0.0
910,3,4,3,0.5714285714285714
911,3,4,3,0.5714285714285714
912,3,2,5,0.2857142857142857
913,3,7,0,1.0
914,3,3,4,0.42857142857142855
915,3,1,6,0.14285714285714285
916,3,0,7,0.0
917,3,3,4,0.42857142857142855
918,3,0,7,0.0
919,3,0,7,0.0
920,3,0,7,0.0
921,3,0,7,0.0
922,3,7,0,1.0
923,3,2,5,0.2857142857142857
924,3,1,6,0.14285714285714285
925,3,2,5,0.2857142857142857
926,3,3,4,0.42857142857142855
927,3,0,7,0.0
928,3,3,4,0.42857142857142855
929,3,2,5,0.2857142857142857
930,3,1,6,0.14285714285714285
931,3,7,0,1.0
932,3,1,6,0.14285714285714285
933,3,3,4,0.42857142857142855
934,3,0,7,0.0
935,3,0,7,0.0
936,3,5,2,0.7142857142857143
937,3,3,4,0.42857142857142855
938,3,4,3,0.5714285714285714
939,3,6,1,0.8571428571428571
940,3,5,2,0.7142857142857143
941,3,7,0,1.0
942,3,4,3,0.5714285714285714
943,3,2,5,0.2857142857142857
944,3,6,1,0.8571428571428571
945,3,7,0,1.0
946,3,3,4,0.42857142857142855
947,3,7,0,1.0
948,3,7,0,1.0
949,3,2,5,0.2857142857142857
950,3,7,0,1.0
951,3,4,3,0.5714285714285714
952,3,6,1,0.8571428571428571
953,3,3,4,0.42857142857142855
954,3,2,5,0.2857142857142857
955,3,4,3,0.5714285714285714
956,3,0,7,0.0
957,3,0,7,0.0
958,3,1,6,0.14285714285714285
959,3,0,7,0.0
960,3,3,4,0.42857142857142855
961,3,2,5,0.2857142857142857
962,3,0,7,0.0
963,3,1,6,0.14285714285714285
964,3,1,6,0.14285714285714285
965,3,6,1,0.8571428571428571
966,3,5,2,0.7142857142857143
967,3,0,7,0.0
968,3,0,7,0.0
969,3,2,5,0.2857142857142857
970,3,3,4,0.42857142857142855
971,3,6,1,0.8571428571428571
972,3,7,0,1.0
973,3,1,6,0.14285714285714285
974,3,3,4,0.42857142857142855
975,3,3,4,0.42857142857142855
976,3,6,1,0.8571428571428571
977,3,5,2,0.7142857142857143
978,3,3,4,0.42857142857142855
979,3,1,6,0.14285714285714285
980,3,0,7,0.0
981,3,3,4,0.42857142857142855
982,3,1,6,0.14285714285714285
983,3,2,5,0.2857142857142857
984,3,6,1,0.8571428571428571
985,3,1,6,0.14285714285714285
986,3,3,4,0.42857142857142855
987,3,5,2,0.7142857142857143
988,3,4,3,0.5714285714285714
989,3,1,6,0.14285714285714285
990,3,0,7,0.0
991,3,4,3,0.5714285714285714
992,3,4,3,0.5714285714285714
993,3,7,0,1.0
994,3,3,4,0.42857142857142855
995,3,3,4,0.42857142857142855
996,3,2,5,0.2857142857142857
997,3,1,6,0.14285714285714285
998,3,2,5,0.2857142857142857
999,3,3,4,0.42857142857142855
