iteration,kernel,C,pred_unconventional_count,pred_conventional_count,prop_pred_unconventional
673,linear,1.0,2,5,0.2857142857142857
674,linear,1.0,0,7,0.0
675,linear,1.0,0,7,0.0
676,linear,1.0,0,7,0.0
677,linear,1.0,3,4,0.42857142857142855
678,linear,1.0,3,4,0.42857142857142855
679,linear,1.0,1,6,0.14285714285714285
680,linear,1.0,5,2,0.7142857142857143
681,linear,1.0,5,2,0.7142857142857143
682,linear,1.0,2,5,0.2857142857142857
683,linear,1.0,2,5,0.2857142857142857
684,linear,1.0,0,7,0.0
685,linear,1.0,0,7,0.0
686,linear,1.0,7,0,1.0
687,linear,1.0,6,1,0.8571428571428571
688,linear,1.0,6,1,0.8571428571428571
689,linear,1.0,0,7,0.0
690,linear,1.0,2,5,0.2857142857142857
691,linear,1.0,5,2,0.7142857142857143
692,linear,1.0,2,5,0.2857142857142857
693,linear,1.0,3,4,0.42857142857142855
694,linear,1.0,2,5,0.2857142857142857
695,linear,1.0,5,2,0.7142857142857143
696,linear,1.0,5,2,0.7142857142857143
697,linear,1.0,6,1,0.8571428571428571
698,linear,1.0,0,7,0.0
699,linear,1.0,2,5,0.2857142857142857
700,linear,1.0,1,6,0.14285714285714285
701,linear,1.0,4,3,0.5714285714285714
702,linear,1.0,4,3,0.5714285714285714
703,linear,1.0,2,5,0.2857142857142857
704,linear,1.0,3,4,0.42857142857142855
705,linear,1.0,1,6,0.14285714285714285
706,linear,1.0,0,7,0.0
707,linear,1.0,5,2,0.7142857142857143
708,linear,1.0,0,7,0.0
709,linear,1.0,3,4,0.42857142857142855
710,linear,1.0,3,4,0.42857142857142855
711,linear,1.0,0,7,0.0
712,linear,1.0,3,4,0.42857142857142855
713,linear,1.0,0,7,0.0
714,linear,1.0,1,6,0.14285714285714285
715,linear,1.0,4,3,0.5714285714285714
716,linear,1.0,2,5,0.2857142857142857
717,linear,1.0,3,4,0.42857142857142855
718,linear,1.0,4,3,0.5714285714285714
719,linear,1.0,0,7,0.0
720,linear,1.0,1,6,0.14285714285714285
721,linear,1.0,3,4,0.42857142857142855
722,linear,1.0,3,4,0.42857142857142855
723,linear,1.0,2,5,0.2857142857142857
724,linear,1.0,0,7,0.0
725,linear,1.0,3,4,0.42857142857142855
726,linear,1.0,0,7,0.0
727,linear,1.0,0,7,0.0
728,linear,1.0,2,5,0.2857142857142857
729,linear,1.0,2,5,0.2857142857142857
730,linear,1.0,2,5,0.2857142857142857
731,linear,1.0,5,2,0.7142857142857143
732,linear,1.0,5,2,0.7142857142857143
733,linear,1.0,2,5,0.2857142857142857
734,linear,1.0,0,7,0.0
735,linear,1.0,2,5,0.2857142857142857
736,linear,1.0,2,5,0.2857142857142857
737,linear,1.0,0,7,0.0
738,linear,1.0,1,6,0.14285714285714285
739,linear,1.0,2,5,0.2857142857142857
740,linear,1.0,0,7,0.0
741,linear,1.0,3,4,0.42857142857142855
742,linear,1.0,0,7,0.0
743,linear,1.0,0,7,0.0
744,linear,1.0,0,7,0.0
745,linear,1.0,4,3,0.5714285714285714
746,linear,1.0,3,4,0.42857142857142855
747,linear,1.0,3,4,0.42857142857142855
748,linear,1.0,3,4,0.42857142857142855
749,linear,1.0,1,6,0.14285714285714285
750,linear,1.0,0,7,0.0
751,linear,1.0,1,6,0.14285714285714285
752,linear,1.0,1,6,0.14285714285714285
753,linear,1.0,4,3,0.5714285714285714
754,linear,1.0,3,4,0.42857142857142855
755,linear,1.0,3,4,0.42857142857142855
756,linear,1.0,4,3,0.5714285714285714
757,linear,1.0,2,5,0.2857142857142857
758,linear,1.0,0,7,0.0
759,linear,1.0,5,2,0.7142857142857143
760,linear,1.0,0,7,0.0
761,linear,1.0,7,0,1.0
762,linear,1.0,0,7,0.0
763,linear,1.0,0,7,0.0
764,linear,1.0,2,5,0.2857142857142857
765,linear,1.0,3,4,0.42857142857142855
766,linear,1.0,3,4,0.42857142857142855
767,linear,1.0,1,6,0.14285714285714285
768,linear,1.0,2,5,0.2857142857142857
769,linear,1.0,3,4,0.42857142857142855
770,linear,1.0,0,7,0.0
771,linear,1.0,1,6,0.14285714285714285
772,linear,1.0,0,7,0.0
773,linear,1.0,1,6,0.14285714285714285
774,linear,1.0,0,7,0.0
775,linear,1.0,0,7,0.0
776,linear,1.0,4,3,0.5714285714285714
777,linear,1.0,3,4,0.42857142857142855
778,linear,1.0,6,1,0.8571428571428571
779,linear,1.0,4,3,0.5714285714285714
780,linear,1.0,4,3,0.5714285714285714
781,linear,1.0,0,7,0.0
782,linear,1.0,0,7,0.0
783,linear,1.0,3,4,0.42857142857142855
784,linear,1.0,1,6,0.14285714285714285
785,linear,1.0,5,2,0.7142857142857143
786,linear,1.0,0,7,0.0
787,linear,1.0,1,6,0.14285714285714285
788,linear,1.0,5,2,0.7142857142857143
789,linear,1.0,1,6,0.14285714285714285
790,linear,1.0,0,7,0.0
791,linear,1.0,6,1,0.8571428571428571
792,linear,1.0,5,2,0.7142857142857143
793,linear,1.0,3,4,0.42857142857142855
794,linear,1.0,1,6,0.14285714285714285
795,linear,1.0,1,6,0.14285714285714285
796,linear,1.0,0,7,0.0
797,linear,1.0,1,6,0.14285714285714285
798,linear,1.0,7,0,1.0
799,linear,1.0,0,7,0.0
800,linear,1.0,4,3,0.5714285714285714
801,linear,1.0,2,5,0.2857142857142857
802,linear,1.0,0,7,0.0
803,linear,1.0,1,6,0.14285714285714285
804,linear,1.0,4,3,0.5714285714285714
805,linear,1.0,1,6,0.14285714285714285
806,linear,1.0,1,6,0.14285714285714285
807,linear,1.0,1,6,0.14285714285714285
808,linear,1.0,1,6,0.14285714285714285
809,linear,1.0,0,7,0.0
810,linear,1.0,1,6,0.14285714285714285
811,linear,1.0,4,3,0.5714285714285714
812,linear,1.0,2,5,0.2857142857142857
813,linear,1.0,1,6,0.14285714285714285
814,linear,1.0,4,3,0.5714285714285714
815,linear,1.0,4,3,0.5714285714285714
816,linear,1.0,2,5,0.2857142857142857
817,linear,1.0,4,3,0.5714285714285714
818,linear,1.0,1,6,0.14285714285714285
819,linear,1.0,0,7,0.0
820,linear,1.0,1,6,0.14285714285714285
821,linear,1.0,1,6,0.14285714285714285
822,linear,1.0,4,3,0.5714285714285714
823,linear,1.0,0,7,0.0
824,linear,1.0,2,5,0.2857142857142857
825,linear,1.0,0,7,0.0
826,linear,1.0,0,7,0.0
827,linear,1.0,0,7,0.0
828,linear,1.0,5,2,0.7142857142857143
829,linear,1.0,2,5,0.2857142857142857
830,linear,1.0,0,7,0.0
831,linear,1.0,0,7,0.0
832,linear,1.0,1,6,0.14285714285714285
833,linear,1.0,2,5,0.2857142857142857
834,linear,1.0,5,2,0.7142857142857143
835,linear,1.0,1,6,0.14285714285714285
836,linear,1.0,2,5,0.2857142857142857
837,linear,1.0,0,7,0.0
838,linear,1.0,1,6,0.14285714285714285
839,linear,1.0,2,5,0.2857142857142857
840,linear,1.0,0,7,0.0
841,linear,1.0,3,4,0.42857142857142855
842,linear,1.0,4,3,0.5714285714285714
843,linear,1.0,3,4,0.42857142857142855
844,linear,1.0,0,7,0.0
845,linear,1.0,2,5,0.2857142857142857
846,linear,1.0,3,4,0.42857142857142855
847,linear,1.0,1,6,0.14285714285714285
848,linear,1.0,6,1,0.8571428571428571
849,linear,1.0,3,4,0.42857142857142855
850,linear,1.0,0,7,0.0
851,linear,1.0,3,4,0.42857142857142855
852,linear,1.0,2,5,0.2857142857142857
853,linear,1.0,6,1,0.8571428571428571
854,linear,1.0,1,6,0.14285714285714285
855,linear,1.0,2,5,0.2857142857142857
856,linear,1.0,0,7,0.0
857,linear,1.0,3,4,0.42857142857142855
858,linear,1.0,5,2,0.7142857142857143
859,linear,1.0,2,5,0.2857142857142857
860,linear,1.0,4,3,0.5714285714285714
861,linear,1.0,0,7,0.0
862,linear,1.0,4,3,0.5714285714285714
863,linear,1.0,0,7,0.0
864,linear,1.0,1,6,0.14285714285714285
865,linear,1.0,0,7,0.0
866,linear,1.0,0,7,0.0
867,linear,1.0,1,6,0.14285714285714285
868,linear,1.0,2,5,0.2857142857142857
869,linear,1.0,1,6,0.14285714285714285
870,linear,1.0,3,4,0.42857142857142855
871,linear,1.0,3,4,0.42857142857142855
872,linear,1.0,0,7,0.0
873,linear,1.0,0,7,0.0
874,linear,1.0,0,7,0.0
875,linear,1.0,0,7,0.0
876,linear,1.0,1,6,0.14285714285714285
877,linear,1.0,6,1,0.8571428571428571
878,linear,1.0,3,4,0.42857142857142855
879,linear,1.0,1,6,0.14285714285714285
880,linear,1.0,0,7,0.0
881,linear,1.0,2,5,0.2857142857142857
882,linear,1.0,4,3,0.5714285714285714
883,linear,1.0,1,6,0.14285714285714285
884,linear,1.0,1,6,0.14285714285714285
885,linear,1.0,2,5,0.2857142857142857
886,linear,1.0,0,7,0.0
887,linear,1.0,6,1,0.8571428571428571
888,linear,1.0,0,7,0.0
889,linear,1.0,4,3,0.5714285714285714
890,linear,1.0,3,4,0.42857142857142855
891,linear,1.0,0,7,0.0
892,linear,1.0,4,3,0.5714285714285714
893,linear,1.0,1,6,0.14285714285714285
894,linear,1.0,0,7,0.0
895,linear,1.0,1,6,0.14285714285714285
896,linear,1.0,0,7,0.0
897,linear,1.0,1,6,0.14285714285714285
898,linear,1.0,1,6,0.14285714285714285
899,linear,1.0,1,6,0.14285714285714285
900,linear,1.0,0,7,0.0
901,linear,1.0,4,3,0.5714285714285714
902,linear,1.0,2,5,0.2857142857142857
903,linear,1.0,1,6,0.14285714285714285
904,linear,1.0,6,1,0.8571428571428571
905,linear,1.0,1,6,0.14285714285714285
906,linear,1.0,1,6,0.14285714285714285
907,linear,1.0,3,4,0.42857142857142855
908,linear,1.0,4,3,0.5714285714285714
909,linear,1.0,0,7,0.0
910,linear,1.0,0,7,0.0
911,linear,1.0,3,4,0.42857142857142855
912,linear,1.0,2,5,0.2857142857142857
913,linear,1.0,6,1,0.8571428571428571
914,linear,1.0,2,5,0.2857142857142857
915,linear,1.0,1,6,0.14285714285714285
916,linear,1.0,1,6,0.14285714285714285
917,linear,1.0,3,4,0.42857142857142855
918,linear,1.0,3,4,0.42857142857142855
919,linear,1.0,0,7,0.0
920,linear,1.0,0,7,0.0
921,linear,1.0,0,7,0.0
922,linear,1.0,4,3,0.5714285714285714
923,linear,1.0,2,5,0.2857142857142857
924,linear,1.0,1,6,0.14285714285714285
925,linear,1.0,1,6,0.14285714285714285
926,linear,1.0,4,3,0.5714285714285714
927,linear,1.0,0,7,0.0
928,linear,1.0,4,3,0.5714285714285714
929,linear,1.0,1,6,0.14285714285714285
930,linear,1.0,2,5,0.2857142857142857
931,linear,1.0,5,2,0.7142857142857143
932,linear,1.0,2,5,0.2857142857142857
933,linear,1.0,1,6,0.14285714285714285
934,linear,1.0,0,7,0.0
935,linear,1.0,0,7,0.0
936,linear,1.0,4,3,0.5714285714285714
937,linear,1.0,3,4,0.42857142857142855
938,linear,1.0,1,6,0.14285714285714285
939,linear,1.0,1,6,0.14285714285714285
940,linear,1.0,4,3,0.5714285714285714
941,linear,1.0,2,5,0.2857142857142857
942,linear,1.0,1,6,0.14285714285714285
943,linear,1.0,0,7,0.0
944,linear,1.0,2,5,0.2857142857142857
945,linear,1.0,1,6,0.14285714285714285
946,linear,1.0,0,7,0.0
947,linear,1.0,7,0,1.0
948,linear,1.0,3,4,0.42857142857142855
949,linear,1.0,2,5,0.2857142857142857
950,linear,1.0,3,4,0.42857142857142855
951,linear,1.0,4,3,0.5714285714285714
952,linear,1.0,4,3,0.5714285714285714
953,linear,1.0,3,4,0.42857142857142855
954,linear,1.0,2,5,0.2857142857142857
955,linear,1.0,4,3,0.5714285714285714
956,linear,1.0,0,7,0.0
957,linear,1.0,0,7,0.0
958,linear,1.0,1,6,0.14285714285714285
959,linear,1.0,0,7,0.0
960,linear,1.0,1,6,0.14285714285714285
961,linear,1.0,1,6,0.14285714285714285
962,linear,1.0,0,7,0.0
963,linear,1.0,0,7,0.0
964,linear,1.0,1,6,0.14285714285714285
965,linear,1.0,2,5,0.2857142857142857
966,linear,1.0,5,2,0.7142857142857143
967,linear,1.0,1,6,0.14285714285714285
968,linear,1.0,4,3,0.5714285714285714
969,linear,1.0,3,4,0.42857142857142855
970,linear,1.0,2,5,0.2857142857142857
971,linear,1.0,4,3,0.5714285714285714
972,linear,1.0,2,5,0.2857142857142857
973,linear,1.0,4,3,0.5714285714285714
974,linear,1.0,6,1,0.8571428571428571
975,linear,1.0,1,6,0.14285714285714285
976,linear,1.0,6,1,0.8571428571428571
977,linear,1.0,5,2,0.7142857142857143
978,linear,1.0,3,4,0.42857142857142855
979,linear,1.0,3,4,0.42857142857142855
980,linear,1.0,1,6,0.14285714285714285
981,linear,1.0,0,7,0.0
982,linear,1.0,1,6,0.14285714285714285
983,linear,1.0,0,7,0.0
984,linear,1.0,2,5,0.2857142857142857
985,linear,1.0,2,5,0.2857142857142857
986,linear,1.0,3,4,0.42857142857142855
987,linear,1.0,2,5,0.2857142857142857
988,linear,1.0,2,5,0.2857142857142857
989,linear,1.0,1,6,0.14285714285714285
990,linear,1.0,0,7,0.0
991,linear,1.0,0,7,0.0
992,linear,1.0,3,4,0.42857142857142855
993,linear,1.0,5,2,0.7142857142857143
994,linear,1.0,0,7,0.0
995,linear,1.0,5,2,0.7142857142857143
996,linear,1.0,2,5,0.2857142857142857
997,linear,1.0,0,7,0.0
998,linear,1.0,2,5,0.2857142857142857
999,linear,1.0,4,3,0.5714285714285714
