group,path,status,symmetry_diff,texture_var,edge_density,intensity_var,center_border_diff,pc1,pc2,consistency_score
stylized,C:\Users\maryc\Downloads\881project\stylishedrobot\kojiro.png,ok,72.63792,78.5956501084931,14.336635044642858,5463.636281488141,11.887223639455783,1.0761028807861608,0.7521462181521748,-2.4763751303683987
stylized,C:\Users\maryc\Downloads\881project\stylishedrobot\topio.png,ok,25.615911,21.0743265338661,8.01448899872449,6568.923197786394,10.151254251700692,-0.7342004837171029,0.6288217752726326,-2.3294703890550155
human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_178.png,ok,42.51921,62.15120245962528,14.077447385204081,2818.8554312909764,10.3013924319728,-0.25437144515070526,-0.7777739252411054,-1.2487285696544215
human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_10.png,ok,27.451292,215.2573153199081,19.622030452806122,3501.1241734308883,52.6796875,-0.26782698064888416,-0.005793698678827615,-1.208537559570181
human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_162.png,ok,64.02706,200.37038523591792,27.61619100765306,5910.912560344587,9.747741284013614,2.266141005259378,0.3706325773484961,-2.832114858155782
human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_187.png,ok,33.05943,113.2444714439357,18.854631696428573,2420.560283916287,63.27877869897959,-0.6155989558462048,-0.07157427722555533,-1.538497418149871
human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_150.png,ok,39.772522,109.67077171519517,19.510224011479593,2097.600849718414,2.3340508078231323,0.17608379481698086,-1.4352729047725217,-1.708899639095354
human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_173.png,ok,53.10312,101.46270653725864,13.620057397959183,2961.7863020060813,18.662175807823132,0.018298141730793055,-0.38006143983006424,-1.2800666856014629
human_conventional,C:\Users\maryc\Downloads\881project\conventionalfaces\human_135.png,ok,56.220024,102.41162625256801,17.086057079081634,3258.6850410518623,4.383662840136054,0.5973663865943835,-0.6150320436133185,-1.65658319204061
human_unconventional,C:\Users\maryc\Downloads\881project\unconventionalfaces\download (1).jpg,ok,26.725845,202.9136420853284,16.430464764030614,3738.006195613317,79.15513392857143,-0.8067329398734573,0.7382523236561335,-1.7744220739283125
human_unconventional,C:\Users\maryc\Downloads\881project\unconventionalfaces\download (2).jpg,ok,18.09698,78.70004849789392,9.478136957908163,3068.5979486927795,45.354884141156475,-1.6368717527791572,-0.1716542917476036,-1.7359992161828153
human_unconventional,C:\Users\maryc\Downloads\881project\unconventionalfaces\images (11).jpg,ok,42.439373,159.8292165940526,8.461714764030612,4882.324617012894,100.87662096088437,-1.1402788166947282,2.1225430519112836,-2.6304689022521264
human_unconventional,C:\Users\maryc\Downloads\881project\unconventionalfaces\download (7).jpg,ok,14.721062,257.16996934462566,10.519969706632653,2816.8059456208407,53.22422406462586,-1.4697697808114032,-0.23292168256370632,-1.8403134093265179
human_unconventional,C:\Users\maryc\Downloads\881project\unconventionalfaces\download (4).jpg,ok,55.68957,217.51940846155208,16.333904655612244,2266.4282659731625,16.99840561224491,0.4230576484216754,-0.759741191380164,-1.497473599993199
human_unconventional,C:\Users\maryc\Downloads\881project\unconventionalfaces\images.jpg,ok,39.117107,266.60500706994793,18.066904496173468,1937.3908271392352,8.083545918367335,0.20747333753974828,-1.3935790160700174,-1.4660108939230692
human_unconventional,C:\Users\maryc\Downloads\881project\unconventionalfaces\ss9.PNG,ok,17.887316,35.015544707057174,6.1391900510204085,2394.105611903228,12.594414328231295,-1.7896409704962235,-1.0527514336553787,-2.273452108075323
